sampleId,sampleId_orig,locality,lat,long,continent,country,city,province,min_day,max_day,min_month,max_month,year,jday,exactDate,sr_season,bio_rep,tech_rep,exp_rep,loc_rep,fruit_type,subsample,nFlies,fly_type,library_type,sampling_strategy,seq_platform,set,collector,SRA_Accession,reference,SequencingId,low_qual,DIN,DNA_result,DNA_Status,library_result,totalreads
PL_War_Brz_1_2017-08-20,NA,PL_War_Brz,54.2735,19.620167,Europe,Poland,Brzezina,Warmian-Masurian,20,20,8,8,2017,232,TRUE,NA,BR-1,TR-1,NA,NA,Apples,1,40,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Anna Slezak-Parnikoza,NA,NA,DrosEu-228,FALSE,6,Hold,DIN,Pass,NA
PT_Por_Rec_1_2014-09-26,PT_Rec_14_33,PT_Por_Rec,41.15,-8.41,Europe,Portugal,Recarei,Porto,26,26,9,9,2014,269,TRUE,fall,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,NextSeq 500,DrosEU,Jorge_Vieira,SRR5647770,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA
PT_Por_Rec_1_2015-09-01,PT_Rec_15_16,PT_Por_Rec,41.15,-8.41,Europe,Portugal,Recarei,Porto,1,1,9,9,2015,244,TRUE,fall,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Jorge_Vieira,SRR8439150,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA
PT_Por_Rec_1_2016-10-01,PT_Rec_16_18,PT_Por_Rec,41.15,-8.41,Europe,Portugal,Recarei,Porto,1,1,10,10,2016,275,TRUE,fall,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Jorge_Vieira,SRR8494457,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA
RS_Kol_Sla_1_2021-09-14,NA,RS_Kol_Sla,44.15,20.18,Europe,Serbia,Slankamen,Kolubarski,14,14,9,9,2021,257,TRUE,NA,BR-1,TR-1,NA,NA,Apples,1,38,Wild flies,pooled,Sweep netting,NovaSeq6000,DrosEU_3,Marija Tanaskovic; Marija Savic Veselinovic,NA,NA,DrosEu-60,FALSE,6.7,Hold,DIN,Pass,NA
RS_Kol_Sla_1_2021-MM-DD,NA,RS_Kol_Sla,44.104161,19.981698,Europe,Serbia,Slankamen,Kolubarski,NA,NA,NA,NA,2021,NA,NA,NA,BR-1,TR-1,NA,NA,apples,1,40,Wild flies,pooled,Sweep netting,NovaSeq6000,DrosEU_3,Marija Tanaskovic; Marija Savic Veselinovic,NA,NA,DrosEu-59,FALSE,7.4,Pass,NA,Pass,NA
RS_Mac_Zaj_1_2020-09-13,NA,RS_Mac_Zaj,44.4455,19.2512,Europe,Serbia,Zajaca,Macvanski,13,13,9,9,2020,257,TRUE,NA,BR-1,TR-1,NA,NA,Apples,1,40,Wild flies,pooled,Sweep netting,NovaSeq6000,DrosEU_3,Mihailo Jelic; Mina Rakic; Marija Savic Veselinovic,NA,NA,DrosEu-58,FALSE,7,Pass,NA,Pass,NA
RS_Pod_Sta_1_2019-09-19,NA,RS_Pod_Sta,44.59,20.9,Europe,Serbia,Stara Pazova,Podunavski,19,19,9,9,2019,262,TRUE,NA,BR-1,TR-1,NA,NA,Apples,1,40,Wild flies,pooled,Sweep netting,NovaSeq6000,DrosEU_3,Aleksandra Patenkovic,NA,NA,DrosEu-162,FALSE,6.7,Hold,DIN,Pass,66054908
RS_Sre_Sla_1_2016-06-18,RS_Sla_16_30,RS_Sre_Sla,45.15,20.18,Europe,Serbia,Slankamen,Sremski,18,18,6,6,2016,170,TRUE,spring,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Marina_Stamenkovic_(Marija_T),SRR8494473,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA
RS_Sre_Sla_1_2016-09-09,RS_Sla_16_31,RS_Sre_Sla,45.15,20.18,Europe,Serbia,Slankamen,Sremski,9,9,9,9,2016,253,TRUE,fall,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Marina_Stamenkovic_(Marija_T),SRR8494474,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA
RS_Sre_Sla_1_2017-06-28,NA,RS_Sre_Sla,45.13,20.25,Europe,Serbia,Slankamen,Sremski,28,28,6,6,2017,179,TRUE,NA,BR-1,TR-1,NA,NA,Apples,1,40,Wild flies,pooled,Sweep netting,NovaSeq6000,DrosEU_3,Marija Tanaskovic,NA,NA,DrosEu-198,FALSE,6.2,Hold,DIN,Pass,61060454
RS_Sre_Sla_1_2017-09-28,NA,RS_Sre_Sla,45.13,20.25,Europe,Serbia,Slankamen,Sremski,28,28,9,9,2017,271,TRUE,NA,BR-1,TR-1,NA,NA,Beer added,1,40,Wild flies,pooled,Sweep netting,NovaSeq6000,DrosEU_3,Marija Tanaskovic,NA,NA,DrosEu-199,FALSE,5.9,Fail,DIN,Fail,82567902
RS_Sre_Sla_1_2019-06-14,NA,RS_Sre_Sla,45.09,20.18,Europe,Serbia,Slankamen,Sremski,14,14,6,6,2019,165,TRUE,NA,BR-1,TR-1,NA,NA,Apples,1,39,Wild flies,pooled,Sweep netting,NovaSeq6000,DrosEU_3,Marija Tanaskovic; Marija Savic Veselinovic,NA,NA,DrosEu-159,FALSE,7,Pass,NA,Pass,NA
RS_Sre_Sta_1_2019-07-21,NA,RS_Sre_Sta,44.9863,20.1664,Europe,Serbia,Stara Pazova,Sremski,21,21,7,7,2019,202,TRUE,NA,BR-1,TR-1,NA,NA,Apples,1,40,Wild flies,pooled,Sweep netting,NovaSeq6000,DrosEU_3,Aleksandra Patenkovic,NA,NA,DrosEu-161,FALSE,6.5,Hold,DIN,Pass,NA
RS_Sre_Sta_1_2020-07-02,NA,RS_Sre_Sta,44.9863,20.1667,Europe,Serbia,Stara Pazova,Sremski,2,2,7,7,2020,184,TRUE,NA,BR-1,TR-1,NA,NA,Apples,1,40,Wild flies,pooled,Sweep netting,NovaSeq6000,DrosEU_3,Aleksandra Patenkovic,NA,NA,DrosEu-61,FALSE,7.2,Pass,NA,Pass,NA
RS_Sre_Sta_1_2020-09-14,NA,RS_Sre_Sta,44.9863,20.1667,Europe,Serbia,Stara Pazova,Sremski,14,14,9,9,2020,258,TRUE,NA,BR-1,TR-1,NA,NA,Apples,1,40,Wild flies,pooled,Sweep netting,NovaSeq6000,DrosEU_3,Aleksandra Patenkovic,NA,NA,DrosEu-63,FALSE,6.8,Hold,DIN,Pass,NA
RS_Sre_Sta_1_2021-06-22,NA,RS_Sre_Sta,44.9863,20.1667,Europe,Serbia,Stara Pazova,Sremski,22,22,6,6,2021,173,TRUE,NA,BR-1,TR-1,NA,NA,Apples,1,40,Wild flies,pooled,Sweep Netting,NovaSeq6000,DrosEU_3,Aleksandra Patenkovic,NA,NA,DrosEu-62,FALSE,6.7,Hold,DIN,Pass,NA
RS_Zaj_Kal_1_2016-06-30,RS_Kal_16_28,RS_Zaj_Kal,43.4,22.42,Europe,Serbia,Kalna,Zajecarski,30,30,6,6,2016,182,TRUE,spring,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Marina_Stamenkovic,SRR8494479,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA
RS_Zaj_Kal_1_2016-09-13,RS_Kal_16_29,RS_Zaj_Kal,43.4,22.42,Europe,Serbia,Kalna,Zajecarski,13,13,9,9,2016,257,TRUE,fall,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Marina_Stamenkovic_(Sonja),SRR8494471,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA
RU_Cri_Yal_1_2014-06-20,UA_Yal_14_16,RU_Cri_Yal,44.5015,34.16611944,Europe,Ukraine,Yalta,Crimea,20,20,6,6,2014,171,TRUE,spring,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,NextSeq 500,DrosEU,Iryna_Kozeretska,SRR5647764,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA
RU_Cri_Yal_1_2014-08-27,UA_Yal_14_18,RU_Cri_Yal,44.5015,34.16611944,Europe,Ukraine,Yalta,Crimea,27,27,8,8,2014,239,TRUE,spring,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,NextSeq 500,DrosEU,Iryna_Kozeretska,SRR5647763,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA
RU_Cri_Yal_1_2015-06-24,UA_Yal_15_23,RU_Cri_Yal,44.5015,34.16611944,Europe,Ukraine,Yalta,Crimea,24,24,6,6,2015,175,TRUE,spring,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Iryna_Kozeretska,SRR8439131,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA
RU_Cri_Yal_1_2015-08-24,UA_Yal_15_63,RU_Cri_Yal,44.5015,34.16611944,Europe,Ukraine,Yalta,Crimea,24,24,8,8,2015,236,TRUE,spring,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Iryna_Kozeretska,SRR8439167,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA
RU_Cri_Yal_1_2016-08-20,UA_Yal_16_61,RU_Cri_Yal,44.5015,34.1661,Europe,Ukraine,Yalta,Crimea,20,20,8,8,2016,233,TRUE,spring,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Iryna_Kozerestka,SRR8494436,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA
RU_Nov_Val_1_2014-08-17,RU_Val_14_51,RU_Nov_Val,57.9788789,33.243615,Europe,Russia,Valday,Novgorod,17,17,8,8,2014,229,TRUE,spring,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,NextSeq 500,DrosEU,Elena_Pasyukova,SRR5647741,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA
RU_Nov_Val_1_2015-08-23,RU_val_15_36,RU_Nov_Val,58.024,33.23528,Europe,Russia,Valday,Novgorod,23,23,8,8,2015,235,TRUE,spring,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,elena_pasyukova,SRR8439160,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA
RU_Nov_Val_1_2015-10-05,RU_val_15_38,RU_Nov_Val,58.024,33.23528,Europe,Russia,Valday,Novgorod,5,5,10,10,2015,278,TRUE,fall,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,elena_pasyukova,SRR8439158,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA
RU_Nov_Val_1_2016-08-23,RU_Val_16_19,RU_Nov_Val,58.02444,33.235277,Europe,Russia,Valday,Novgorod,23,23,8,8,2016,236,TRUE,spring,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Elena_Pasyukova,SRR8494449,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA
RU_Nov_Val_1_2016-09-29,RU_Val_16_20,RU_Nov_Val,58.02444,33.235277,Europe,Russia,Valday,Novgorod,29,29,9,9,2016,273,TRUE,fall,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Elena_Pasyukova,SRR8494450,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA
RU_Nov_Val_1_2016-10-24,RU_Val_16_21,RU_Nov_Val,58.02444,33.235277,Europe,Russia,Valday,Novgorod,24,24,10,10,2016,298,TRUE,fall,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Elena_Pasyukova,SRR8494477,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA
RU_Nov_Val_1_2017-08-25,NA,RU_Nov_Val,58.02444,33.235277,Europe,Russia,Valday,Novgorod,20,30,8,8,2017,237,FALSE,NA,BR-1,TR-1,NA,NA,Boiled apples plus microvaves banans,1,40,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Elena Pasyukova,NA,NA,DrosEu-201,FALSE,6,Hold,DIN,Pass,NA
RU_Nov_Val_1_2017-10-01,NA,RU_Nov_Val,58.02444,33.235277,Europe,Russia,Valday,Novgorod,1,1,10,10,2017,274,TRUE,NA,BR-1,TR-1,NA,NA,Boiled apples plus microvaves banans,1,40,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Elena Pasyukova,NA,NA,DrosEu-202,FALSE,5.8,Fail,DIN,Fail,76174768
RU_Nov_Val_1_2018-08-28,NA,RU_Nov_Val,58.02444,33.235277,Europe,Russia,Valday,Novgorod,26,30,8,8,2018,240,FALSE,NA,BR-1,TR-1,NA,NA,Apples,1,40,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Dmitry Mukha,NA,NA,DrosEu-155,FALSE,6.8,Hold,DIN,Pass,NA
RU_Tul_Tul_1_2015-09-20,RU_tul_15_37,RU_Tul_Tul,53.99778,38.13167,Europe,Russia,Tula,Tula,20,20,9,9,2015,263,TRUE,fall,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,elena_pasyukova,SRR8439159,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA
RU_Vla_Ale_1_2015-09-15,RU_Ale_15_55,RU_Vla_Ale,56.41472,38.71611,Europe,Russia,Alexandrov,Vladimir,15,15,9,9,2015,258,TRUE,fall,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,elena_pasyukova,SRR8439141,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA
RU_Vla_Ale_1_2016-10-15,RU_Ale_16_22,RU_Vla_Ale,56.41472,38.71611,Europe,Russia,Alexandrov,Vladimir,15,15,10,10,2016,289,TRUE,fall,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Elena_Pasyukova,SRR8494476,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA
RU_Vla_Ale_1_2017-08-15,NA,RU_Vla_Ale,56.41472,38.71611,Europe,Russia,Alexandrov,Vladimir,10,20,8,8,2017,227,FALSE,NA,BR-1,TR-1,NA,NA,Lab food + a piece of banana,1,40,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Vladimir Alatortcev,NA,NA,DrosEu-156,FALSE,7.1,Pass,NA,Pass,65683528
RU_Vla_Ale_1_2018-09-09,NA,RU_Vla_Ale,56.41472,38.71611,Europe,Russia,Alexandrov,Vladimir,5,12,9,9,2018,252,FALSE,NA,BR-1,TR-1,NA,NA,Apples,1,40,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Vladimir Alatortsev,NA,NA,DrosEu-203,FALSE,6.5,Hold,DIN,Pass,NA
RU_Vla_Ale_1_2018-10-13,NA,RU_Vla_Ale,56.41472,38.71611,Europe,Russia,Alexandrov,Vladimir,10,15,10,10,2018,286,FALSE,NA,BR-1,TR-1,NA,NA,Apples,1,40,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Vladimir Alatortsev,NA,NA,DrosEu-157,FALSE,7.1,Pass,NA,Pass,63755746
RW_Wes_Gik_1_2008-12-16,RG,RW_Wes_Gik,-2.49,28.92,Africa,Rwanda,Gikongoro,Western,1,31,12,12,2008,351,FALSE,NA,BR-1,TR-1,NA,NA,NA,1,27,NA,haploid_embryo,NA,NA,dgn,J._Pool,NA,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA
SE_Ska_Lun_1_2014-07-31,SE_Lun_14_30,SE_Ska_Lun,55.694,13.198,Europe,Sweden,Lund,Skane,31,31,7,7,2014,212,TRUE,spring,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,NextSeq 500,DrosEU,Jessica_Abbott,SRR5647735,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA
SE_Ska_Lun_1_2015-08-08,SE_Lun_15_15,SE_Ska_Lun,55.694,13.198,Europe,Sweden,Lund,Skane,8,8,8,8,2015,220,TRUE,spring,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Jessica_Abbott,SRR8439151,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA
SE_Ska_Lun_1_2015-08-24,SE_Lun_15_14,SE_Ska_Lun,55.694,13.198,Europe,Sweden,Lund,Skane,24,24,8,8,2015,236,TRUE,spring,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Jessica_Abbott,SRR8439156,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA
TR_Ank_Yes_1_2014-08-31,TR_Yes_14_03,TR_Ank_Yes,40.231444,32.260328,Asia,Turkey,Yesiloz,Ankara,31,31,8,8,2014,243,TRUE,spring,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,NextSeq 500,DrosEU,Banu_Sebnem_Onder,SRR5647749,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA
TR_Ank_Yes_1_2014-10-23,TR_Yes_14_04,TR_Ank_Yes,40.231444,32.260328,Asia,Turkey,Yesiloz,Ankara,23,23,10,10,2014,296,TRUE,fall,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,NextSeq 500,DrosEU,Banu_Sebnem_Onder,SRR5647748,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA
TR_Ank_Yes_1_2015-05-01,TR_Yes_15_3,TR_Ank_Yes,40.231444,32.260328,Asia,Turkey,Yesiloz,Ankara,1,1,5,5,2015,121,TRUE,spring,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Banu_Sebnem_Onder,SRR8439113,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA
TR_Ank_Yes_1_2015-06-01,TR_Yes_15_4,TR_Ank_Yes,40.231444,32.260328,Asia,Turkey,Yesiloz,Ankara,1,1,6,6,2015,152,TRUE,spring,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Banu_Sebnem_Onder,SRR8439111,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA
TR_Ank_Yes_1_2015-07-28,TR_Yes_15_5,TR_Ank_Yes,40.231444,32.260328,Asia,Turkey,Yesiloz,Ankara,28,28,7,7,2015,209,TRUE,spring,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Banu_Sebnem_Onder,SRR8439110,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA
TR_Ank_Yes_1_2015-08-27,TR_Yes_15_6,TR_Ank_Yes,40.231444,32.260328,Asia,Turkey,Yesiloz,Ankara,27,27,8,8,2015,239,TRUE,spring,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Banu_Sebnem_Onder,SRR8439109,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA
TR_Ank_Yes_1_2015-09-17,TR_Yes_15_7,TR_Ank_Yes,40.231444,32.260328,Asia,Turkey,Yesiloz,Ankara,17,17,9,9,2015,260,TRUE,fall,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Banu_Sebnem_Onder,SRR8439108,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA
TR_Ank_Yes_1_2015-10-15,TR_Yes_15_8,TR_Ank_Yes,40.231444,32.260328,Asia,Turkey,Yesiloz,Ankara,15,15,10,10,2015,288,TRUE,fall,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Banu_Sebnem_Onder,SRR8439107,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA
TR_Ank_Yes_1_2016-05-26,TR_Yes_16_39,TR_Ank_Yes,40.231444,32.260328,Asia,Turkey,Yesiloz,Ankara,26,26,5,5,2016,147,TRUE,spring,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Banu_Onder,SRR8494467,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA
TR_Ank_Yes_1_2016-06-25,TR_Yes_16_40,TR_Ank_Yes,40.231444,32.260328,Asia,Turkey,Yesiloz,Ankara,25,25,6,6,2016,177,TRUE,spring,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Banu_Onder,SRR8494465,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA
TR_Ank_Yes_1_2016-07-27,TR_Yes_16_41,TR_Ank_Yes,40.231444,32.260328,Asia,Turkey,Yesiloz,Ankara,27,27,7,7,2016,209,TRUE,spring,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Banu_Onder,SRR8494464,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA
TR_Ank_Yes_1_2016-08-24,TR_Yes_16_42,TR_Ank_Yes,40.231444,32.260328,Asia,Turkey,Yesiloz,Ankara,24,24,8,8,2016,237,TRUE,spring,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Banu_Onder,SRR8494463,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA
TR_Ank_Yes_1_2016-09-27,TR_Yes_16_43,TR_Ank_Yes,40.231444,32.260328,Asia,Turkey,Yesiloz,Ankara,27,27,9,9,2016,271,TRUE,fall,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Banu_Onder,SRR8494468,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA
TR_Ank_Yes_1_2016-10-13,TR_Yes_16_52,TR_Ank_Yes,40.231444,32.260328,Asia,Turkey,Yesiloz,Ankara,13,13,10,10,2016,287,TRUE,fall,BR-1,TR-1,NA,NA,NA,1,40,wild,pooled,NA,HiSeq X Ten,DrosEU,Banu_Onder,SRR8494423,https://doi.org/10.1093/molbev/msab259,NA,NA,NA,NA,NA,NA,NA
TR_Ank_Yes_1_2017-06-07,NA,TR_Ank_Yes,40.231444,32.260328,Asia,Turkey,Yesiloz,Ankara,7,7,6,6,2017,158,TRUE,NA,BR-1,TR-1,NA,NA,Banana+Yeast,1,40,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Banu Onder,NA,NA,DrosEu-19,FALSE,6.6,Hold,DIN,Pass,NA
TR_Ank_Yes_1_2017-06-30,NA,TR_Ank_Yes,40.231445,32.260329,Asia,Turkey,Yesiloz,Ankara,30,30,6,6,2017,181,TRUE,NA,BR-1,TR-1,NA,NA,Banana+Yeast,1,40,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Banu Onder,NA,NA,DrosEu-20,FALSE,8.5,Pass,NA,Pass,NA
TR_Ank_Yes_1_2017-07-29,NA,TR_Ank_Yes,40.231446,32.26033,Asia,Turkey,Yesiloz,Ankara,29,29,7,7,2017,210,TRUE,NA,BR-1,TR-1,NA,NA,Banana+Yeast,1,37,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Banu Onder,NA,NA,DrosEu-21,FALSE,6.1,Hold,DIN,Pass,NA
TR_Ank_Yes_1_2017-08-30,NA,TR_Ank_Yes,40.231447,32.260331,Asia,Turkey,Yesiloz,Ankara,30,30,8,8,2017,242,TRUE,NA,BR-1,TR-1,NA,NA,Banana+Yeast,1,30,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Banu Onder,NA,NA,DrosEu-22,FALSE,6.1,Hold,DIN,Pass,NA
TR_Ank_Yes_1_2017-09-26,NA,TR_Ank_Yes,40.231448,32.260332,Asia,Turkey,Yesiloz,Ankara,26,26,9,9,2017,269,TRUE,NA,BR-1,TR-1,NA,NA,Banana+Yeast,1,30,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Banu Onder,NA,NA,DrosEu-23,FALSE,5.9,Fail,DIN,Pass,NA
TR_Ank_Yes_1_2017-10-13,NA,TR_Ank_Yes,40.231449,32.260333,Asia,Turkey,Yesiloz,Ankara,13,13,10,10,2017,286,TRUE,NA,BR-1,TR-1,NA,NA,Banana+Yeast,1,40,F1,pooled,Fly trap,NovaSeq6000,DrosEU_3,Banu Onder,NA,NA,DrosEu-24,FALSE,7.5,Pass,NA,Pass,NA
TR_Ank_Yes_1_2018-05-19,NA,TR_Ank_Yes,40.231444,32.260328,Asia,Turkey,Yesiloz,Ankara,19,19,5,5,2018,139,TRUE,NA,BR-1,TR-1,NA,NA,Apples,1,40,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Banu Onder,NA,NA,DrosEu-25,FALSE,6.4,Hold,DIN,Pass,NA
TR_Ank_Yes_1_2018-06-25,NA,TR_Ank_Yes,40.231444,32.260328,Asia,Turkey,Yesiloz,Ankara,25,25,6,6,2018,176,TRUE,NA,BR-1,TR-1,NA,NA,Apples,1,40,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Banu Onder,NA,NA,DrosEu-26,FALSE,7.4,Pass,NA,Pass,NA
TR_Ank_Yes_1_2018-07-28,NA,TR_Ank_Yes,40.231444,32.260328,Asia,Turkey,Yesiloz,Ankara,28,28,7,7,2018,209,TRUE,NA,BR-1,TR-1,NA,NA,Apples,1,40,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Banu Onder,NA,NA,DrosEu-27,FALSE,6.8,Hold,DIN,Pass,NA
TR_Ank_Yes_1_2018-08-27,NA,TR_Ank_Yes,40.231444,32.260328,Asia,Turkey,Yesiloz,Ankara,27,27,8,8,2018,239,TRUE,NA,BR-1,TR-1,NA,NA,Apples,1,40,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Banu Onder,NA,NA,DrosEu-28,FALSE,7.1,Pass,NA,Pass,NA
TR_Ank_Yes_1_2018-09-27,NA,TR_Ank_Yes,40.231444,32.260328,Asia,Turkey,Yesiloz,Ankara,27,27,9,9,2018,270,TRUE,NA,BR-1,TR-1,NA,NA,Apples,1,40,Wild flies,pooled,Fly trap,NovaSeq6000,DrosEU_3,Banu Onder,NA,NA,DrosEu-29,FALSE,7.5,Pass,NA,Pass,NA
TR_Ank_Yes_1_2018-10-12,NA,TR_Ank_Yes,40.231444,32.260328,Asia,Turkey,Yesiloz,Ankara,12,12,10,10,2018,285,TRUE,NA,BR-1,TR-1,NA,NA,Apples,1,40,F1,pooled,Fly trap,NovaSeq6000,DrosEU_3,Banu Onder,NA,NA,DrosEu-30,FALSE,6.6,Hold,DIN,Pass,NA
TR_Ank_Yes_1_2019-06-26,NA,TR_Ank_Yes,40.231444,32.260328,Asia,Turkey,Yesiloz,Ankara,26,26,6,6,2019,177,TRUE,NA,BR-1,TR-1,NA,NA,Apples,1,40,F1,pooled,Fly trap,NovaSeq6000,DrosEU_3,Banu Onder,NA,NA,DrosEu-31,FALSE,6.6,Hold,DIN,Pass,NA
